# Stock Data
# Symbol,Company,Price

CEG, Constellation Energy, 274.37, 290.89, 288.94, 318.97, 351.08, 348.34, 352.21, 342.39, 347.96, 362.36, 362.19, 399.79, 363.73, 383.85, 378.49, 382.83, 377.41, 401.87, 385.62, 369.61, 378.85, 386.06, 419.54, 412.73, 402.53, 407.16, 413.87, 388.80, 408.68, 364.36, 342.92, 350.04, 311.93, 277.63, 275.29, 275.72, 303.91, 290.11, 271.90, 292.74, 306.37, 301.89, 282.30, 263.71, 284.55, 297.94, 286.09, 260.93, 238.17, 231.21, 208.25, 204.53, 198.46, 177.53, 190.27, 196.67, 206.21, 191.80, 202.62, 208.79, 189.52, 188.06, 206.78, 214.95, 222.62, 219.81, 214.79, 227.35, 250.06, 245.08, 243.41, 221.54, 228.69, 221.32, 216.92, 195.34, 197.26, 201.57, 221.98, 204.93, 227.45, 226.12, 234.22, 250.84, 269.48, 287.27, 294.06, 297.50, 326.60, 344.71, 338.43, 355.49, 326.02, 330.95, 305.95, 277.89, 248.60, 237.44, 233.45, 242.21, 261.12, 259.78, 261.62, 247.66, 226.47, 211.79, 217.87, 210.36, 209.71, 217.86, 197.41, 190.22, 171.91, 168.62, 152.13, 159.29, 150.28, 152.54, 147.59, 143.18
HON, Honeywell, 243.56, 261.42, 250.91, 246.21, 242.05, 256.58, 266.67, 261.69, 237.89, 243.36, 246.16, 234.87, 255.43, 250.25, 242.66, 222.95, 207.67, 191.22, 198.80, 189.88, 203.47, 197.21, 215.91, 238.91, 262.16, 281.77, 304.84, 275.70, 301.29, 289.30, 260.34, 237.71, 249.22, 273.24, 278.58, 272.86, 255.49, 264.89, 237.86, 217.13, 214.42, 225.24, 221.88, 224.46, 236.65, 213.40, 232.30, 255.87, 277.70, 273.39, 260.43, 234.69, 231.70, 214.30, 206.87, 187.75, 171.39, 162.35, 173.50, 186.19, 201.42, 220.53, 206.67, 188.25, 178.19, 181.47, 179.18, 193.60, 206.33, 227.44, 250.67, 255.63, 262.13, 288.34, 258.37, 268.43, 293.41, 293.95, 315.90, 315.68, 336.73, 308.23, 321.20, 322.37, 328.69, 342.43, 354.17, 339.05, 317.07, 287.89, 275.52, 299.82, 268.95, 255.11, 253.66, 243.13, 247.29, 229.29, 224.84, 243.96, 255.78, 277.38, 251.16, 247.05, 267.64, 273.98, 269.93, 267.42, 268.77, 287.19, 289.71, 297.87, 294.59, 293.57, 273.32, 277.00, 257.28, 247.90, 260.75, 271.83
ABBV, AbbVie, 220.17, 211.57, 222.45, 224.22, 230.97, 207.48, 185.81, 193.67, 174.04, 157.63, 150.45, 134.04, 130.95, 123.98, 118.77, 110.10, 119.16, 115.94, 127.52, 127.38, 117.28, 121.16, 124.58, 135.32, 130.82, 135.75, 140.54, 131.42, 120.38, 125.45, 124.80, 137.03, 145.94, 144.30, 135.95, 133.45, 140.59, 147.60, 151.48, 163.50, 150.92, 155.68, 145.71, 141.70, 132.28, 118.85, 129.18, 115.85, 120.61, 119.00, 124.30, 117.36, 124.93, 137.50, 137.06, 147.05, 139.94, 139.11, 134.74, 143.74, 143.95, 153.08, 155.52, 160.29, 145.83, 154.42, 145.72, 141.06, 147.42, 140.41, 148.72, 145.40, 141.76, 137.97, 144.11, 128.70, 139.20, 133.84, 125.69, 119.27, 123.44, 116.25, 106.09, 95.31, 89.61, 81.88, 76.99, 71.44, 70.04, 62.64, 60.33, 66.63, 69.10, 66.65, 72.16, 72.27, 67.73, 62.44, 62.89, 60.61, 64.58, 63.00, 65.03, 63.84, 65.56, 63.87, 66.12, 61.13, 61.15, 64.95, 62.83, 65.21, 58.23, 57.44, 60.14, 57.72, 58.79, 53.28, 50.72, 46.79
WMB, Williams Companies, 71.48, 77.24, 69.22, 72.01, 72.64, 66.53, 70.94, 78.19, 81.30, 72.61, 66.61, 61.34, 66.51, 70.23, 74.00, 77.60, 79.72, 73.96, 76.10, 73.81, 80.28, 73.56, 74.31, 67.21, 69.29, 63.24, 64.46, 58.48, 64.72, 60.19, 60.11, 66.56, 72.63, 68.70, 67.69, 69.39, 64.61, 64.18, 59.35, 64.02, 64.98, 60.64, 63.99, 60.96, 63.25, 69.91, 74.73, 73.65, 71.54, 75.96, 74.71, 75.62, 69.43, 74.99, 81.41, 88.26, 84.11, 92.01, 96.43, 93.97, 89.73, 85.31, 93.55, 102.38, 111.67, 101.52, 111.16, 103.63, 99.70, 108.76, 112.61, 121.41, 131.70, 121.43, 133.81, 143.28, 142.51, 150.87, 164.68, 176.56, 163.79, 148.91, 158.31, 165.24, 179.99, 162.02, 155.79, 147.27, 147.11, 145.47, 140.85, 146.36, 153.60, 160.59, 142.98, 132.34, 124.67, 134.13, 138.11, 140.55, 134.83, 141.92, 132.17, 130.48, 130.43, 139.50, 134.05, 135.27, 142.81, 135.43, 129.13, 135.41, 144.38, 129.90, 125.42, 132.73, 126.94, 117.39, 113.01, 116.21
IQV, IQVIA, 175.80, 184.36, 188.78, 208.42, 192.01, 186.41, 202.40, 185.77, 200.84, 181.84, 180.25, 180.27, 174.38, 170.76, 165.01, 158.86, 152.41, 164.52, 153.85, 146.21, 160.05, 166.16, 183.34, 174.18, 168.85, 153.27, 147.30, 149.05, 155.46, 152.11, 157.43, 156.60, 164.72, 158.18, 156.24, 165.30, 170.71, 180.40, 191.48, 195.09, 215.17, 192.48, 185.19, 186.04, 186.51, 167.09, 157.41, 170.19, 183.18, 165.80, 152.63, 169.36, 178.27, 193.16, 195.68, 193.51, 189.58, 192.44, 202.14, 187.33, 177.57, 188.68, 198.77, 181.03, 182.83, 178.50, 194.59, 190.93, 179.91, 199.03, 208.04, 195.98, 210.65, 231.57, 248.82, 257.57, 249.18, 237.94, 243.56, 267.07, 289.71, 315.55, 349.51, 323.59, 307.51, 305.30, 328.52, 317.93, 341.04, 326.03, 342.43, 354.61, 320.69, 297.14, 315.47, 322.19, 294.82, 274.44, 296.11, 321.88, 321.15, 287.95, 261.94, 242.19, 249.21, 262.88, 265.00, 258.23, 235.69, 249.26, 243.08, 266.79, 284.02, 263.38, 258.89, 241.92, 247.39, 271.52, 247.68, 255.66
DGX, Quest Diagnostics, 209.53, 217.63, 220.68, 215.60, 224.94, 243.82, 226.38, 221.88, 238.86, 253.28, 233.79, 241.04, 235.58, 244.94, 220.00, 226.32, 210.93, 214.83, 194.83, 196.18, 189.84, 170.38, 162.50, 154.30, 161.17, 155.17, 143.00, 137.86, 132.51, 144.58, 145.29, 146.89, 154.78, 163.63, 165.85, 168.14, 166.09, 148.70, 132.49, 144.95, 139.11, 146.09, 161.42, 159.23, 165.13, 160.49, 176.83, 170.32, 171.77, 181.67, 164.76, 154.99, 148.63, 134.36, 122.55, 134.35, 128.99, 123.00, 118.11, 120.73, 124.44, 118.29, 121.13, 117.05, 115.53, 125.59, 116.72, 109.28, 108.98, 98.94, 94.36, 99.41, 95.33, 97.55, 98.63, 94.14, 97.44, 90.65, 90.74, 92.60, 83.32, 92.02, 85.19, 77.99, 73.04, 80.47, 73.96, 68.25, 74.75, 74.90, 68.99, 75.58, 73.78, 71.88, 65.43, 66.71, 66.28, 68.95, 73.90, 73.09, 65.20, 58.92, 55.96, 57.49, 61.37, 58.25, 59.17, 53.11, 51.83, 56.54, 53.39, 53.50, 55.88, 56.82, 60.77, 58.62, 59.38, 64.72, 61.58, 56.03
EIX, Edison International, 66.94, 64.48, 57.69, 57.62, 60.73, 56.98, 59.74, 59.58, 53.76, 56.06, 56.67, 54.31, 51.09, 50.54, 49.40, 52.38, 53.85, 52.50, 47.19, 50.20, 51.29, 51.78, 47.00, 50.26, 46.96, 45.23, 41.22, 41.79, 40.52, 43.11, 44.39, 45.18, 45.43, 50.26, 51.30, 55.75, 56.34, 51.98, 51.91, 56.92, 56.37, 51.96, 51.10, 50.03, 53.01, 49.29, 51.21, 54.72, 50.93, 51.25, 46.45, 44.59, 45.66, 42.39, 41.96, 41.36, 40.96, 41.92, 45.93, 46.64, 43.54, 44.11, 39.50, 39.82, 37.99, 34.60, 33.83, 35.65, 33.53, 32.08, 35.00, 31.17, 27.90, 30.26, 31.60, 29.21, 30.43, 30.63, 28.39, 30.30, 30.95, 29.10, 28.51, 30.01, 28.69, 26.98, 27.31, 30.23, 31.01, 31.58, 28.65, 29.13, 26.39, 27.12, 26.80, 24.48, 22.58, 22.47, 22.79, 20.43, 20.77, 21.99, 22.51, 21.53, 20.41, 20.75, 19.72, 21.55, 21.00, 20.12, 18.38, 16.94, 17.51, 18.44, 20.22, 21.53, 21.25, 22.50, 24.96, 23.18
XOM, ExxonMobil, 155.28, 167.64, 175.74, 191.24, 176.78, 166.57, 156.58, 161.10, 175.95, 174.45, 161.83, 169.79, 179.51, 178.08, 169.92, 175.79, 157.04, 174.22, 188.10, 181.16, 197.63, 204.30, 193.25, 173.73, 161.20, 173.48, 183.23, 201.07, 206.34, 198.38, 181.13, 196.08, 206.16, 194.62, 174.38, 180.38, 168.25, 178.37, 164.49, 161.23, 172.75, 185.25, 194.98, 197.81, 202.93, 221.09, 219.26, 239.34, 226.36, 247.96, 232.07, 235.84, 221.97, 221.08, 244.97, 226.30, 249.60, 238.66, 230.19, 255.03, 281.92, 262.57, 276.33, 294.03, 278.16, 269.71, 281.37, 300.99, 309.93, 309.71, 333.48, 342.23, 349.56, 381.58, 349.33, 358.58, 340.09, 375.71, 383.71, 398.19, 354.50, 385.61, 384.55, 344.71, 350.86, 349.00, 354.33, 376.49, 404.59, 416.02, 385.51, 417.79, 404.45, 378.05, 417.87, 423.54, 416.83, 382.46, 369.63, 350.50, 379.04, 397.61, 414.28, 399.51, 430.92, 399.21, 414.91, 446.25, 419.15, 422.19, 408.22, 427.97, 389.27, 427.65, 428.64, 388.30, 383.88, 378.65, 415.53, 434.72
POOL, Pool Corporation, 270.70, 270.08, 268.43, 278.19, 288.79, 275.56, 249.94, 236.43, 257.54, 266.68, 268.19, 250.71, 258.73, 267.46, 274.52, 246.65, 224.85, 230.85, 225.96, 221.92, 199.97, 206.46, 187.19, 193.49, 185.47, 189.03, 193.01, 190.17, 185.83, 172.01, 172.85, 166.37, 178.33, 171.33, 174.51, 157.03, 157.82, 151.65, 142.82, 127.31, 127.96, 120.90, 110.85, 108.30, 106.91, 117.98, 125.91, 133.58, 125.99, 112.94, 100.82, 99.76, 99.49, 93.21, 87.94, 83.04, 85.79, 93.81, 102.81, 95.35, 104.10, 104.55, 93.12, 99.12, 107.80, 102.55, 111.85, 115.71, 114.47, 108.38, 112.84, 121.99, 120.62, 113.50, 118.84, 124.74, 113.20, 108.37, 104.25, 102.92, 100.29, 97.34, 90.80, 92.74, 99.94, 96.80, 102.30, 112.74, 114.72, 118.31, 123.30, 120.25, 116.59, 115.35, 124.77, 127.04, 135.93, 139.34, 135.59, 131.70, 122.42, 134.14, 123.27, 128.43, 125.12, 112.87, 122.83, 130.76, 125.02, 122.89, 118.91, 112.79, 114.45, 101.92, 108.65, 106.81, 99.02, 101.21, 92.78, 93.91
RCL, Royal Caribbean Group, 331.76, 336.94, 348.74, 330.97, 304.09, 278.05, 304.19, 311.32, 295.15, 308.93, 303.35, 281.78, 283.18, 262.02, 280.58, 300.16, 273.99, 264.67, 267.85, 289.95, 310.73, 304.43, 312.71, 278.99, 308.62, 332.23, 325.63, 360.09, 392.33, 396.53, 407.11, 441.82, 489.30, 454.32, 407.30, 445.86, 416.71, 385.80, 420.45, 420.41, 428.40, 464.89, 499.20, 467.17, 493.66, 529.35, 554.31, 575.98, 514.60, 473.91, 509.19, 527.04, 481.41, 435.04, 389.55, 400.17, 423.81, 467.98, 512.14, 565.42, 566.32, 555.78, 513.18, 562.67, 515.34, 489.78, 443.54, 458.29, 496.70, 533.62, 582.14, 628.99, 610.93, 633.79, 656.48, 647.35, 640.60, 709.33, 724.72, 705.17, 670.07, 681.54, 678.39, 692.28, 673.22, 659.49, 723.14, 713.29, 779.70, 804.27, 889.83, 937.34, 1029.83, 932.64, 913.12, 904.63, 941.64, 951.90, 1006.77, 926.80, 923.44, 968.95, 931.55, 896.36, 927.17, 901.87, 821.90, 789.62, 750.78, 735.05, 696.02, 711.97, 769.27, 783.22, 846.48, 916.22, 998.72, 949.04, 954.80, 1013.71
HPE, Hewlett Packard Enterprise, 23.62, 21.07, 19.30, 19.92, 17.89, 18.42, 16.86, 17.77, 19.56, 18.06, 18.71, 19.24, 17.89, 19.40, 18.94, 20.82, 20.69, 20.47, 18.97, 20.76, 22.95, 21.63, 20.58, 21.86, 22.70, 21.35, 23.44, 25.05, 23.55, 22.74, 21.42, 20.09, 18.87, 17.45, 18.38, 20.16, 19.03, 17.84, 16.02, 14.53, 15.39, 14.81, 13.78, 14.47, 13.27, 14.11, 15.10, 14.95, 14.28, 15.65, 16.43, 16.07, 17.76, 19.43, 19.05, 19.16, 18.27, 18.32, 18.29, 16.95, 17.60, 18.94, 17.24, 18.64, 18.89, 17.37, 17.45, 17.76, 19.04, 19.80, 17.64, 17.54, 17.54, 15.73, 14.41, 13.88, 12.65, 13.08, 11.67, 11.15, 10.10, 10.96, 10.03, 9.29, 9.54, 10.27, 9.72, 9.34, 8.58, 8.02, 8.56, 8.51, 7.95, 7.93, 8.37, 8.29, 9.03, 9.07, 9.68, 8.72, 8.38, 9.30, 8.70, 8.57, 8.84, 9.08, 8.56, 8.28, 8.57, 8.70, 8.15, 8.79, 9.44, 9.15, 8.53, 9.22, 8.33, 8.61, 8.40, 7.84
WMT, Walmart, 128.75, 134.43, 144.67, 155.62, 172.57, 176.72, 191.34, 178.63, 190.67, 196.78, 218.31, 207.81, 207.27, 184.88, 180.73, 181.91, 173.84, 177.60, 179.55, 187.06, 185.53, 204.40, 185.98, 168.61, 175.85, 170.57, 155.70, 149.91, 145.11, 147.09, 154.98, 167.29, 182.77, 164.45, 179.02, 161.51, 154.02, 167.69, 184.20, 171.78, 185.36, 180.03, 171.31, 168.04, 159.92, 164.30, 169.64, 165.71, 181.99, 174.65, 190.10, 171.55, 168.58, 180.33, 168.86, 161.65, 177.55, 181.91, 191.66, 197.51, 214.24, 229.43, 215.97, 201.93, 212.19, 235.05, 241.81, 250.28, 250.81, 236.06, 216.08, 225.29, 205.96, 188.05, 168.71, 162.66, 170.37, 176.16, 165.65, 153.90, 161.14, 151.62, 165.19, 147.46, 161.90, 154.47, 168.71, 172.56, 157.60, 170.34, 176.51, 175.64, 163.09, 162.11, 169.78, 160.06, 175.40, 166.12, 160.79, 156.45, 144.16, 132.07, 127.87, 133.30, 137.18, 134.19, 147.01, 149.85, 142.05, 150.20, 139.51, 125.76, 122.82, 126.46, 114.28, 123.87, 119.20, 107.00, 104.16, 111.68
